Country,Year,Attack Type,Target Industry,Attack Source,Security Vulnerability Type,Defense Mechanism Used,Financial Loss ($M),Affected Users,Incident Resolution Time (h),Loss per Affected User,Resolution Category,Loss norm,User norm,Res norm,Severity Score
India,2019,Phishing,Telecommunications,Insider,Unpatched Software,AI-based Detection,75.23,141627,64,0.0,1-3 days,0.7511307669112475,0.14131449713824207,0.8873239436619719,0.5954245213294908
Germany,2024,Phishing,IT,Unknown,Unpatched Software,VPN,3.93,845785,69,0.0,1-3 days,0.03447582671625289,0.8460285164995182,0.9577464788732394,0.4625957640826298
Australia,2015,Malware,Retail,Insider,Zero-day,Antivirus,99.41,120048,12,0.0,Under a day,0.9941702683686803,0.11971845786325411,0.15492957746478872,0.563986587036274
USA,2016,Malware,Retail,Unknown,Social Engineering,AI-based Detection,32.89,894935,31,0.0,1-3 days,0.32556035782490705,0.8952173264705853,0.4225352112676056,0.5158524191071502
Japan,2017,SQL Injection,Healthcare,Unknown,Social Engineering,AI-based Detection,21.66,277555,45,0.0,1-3 days,0.21268469192883707,0.2773498290150929,0.6197183098591549,0.3134909566407774
Australia,2024,Ransomware,Education,Insider,Unpatched Software,AI-based Detection,85.86,461012,38,0.0,1-3 days,0.8579756759473314,0.46095169088410753,0.5211267605633803,0.671498697351574
Russia,2021,SQL Injection,Telecommunications,Nation-state,Social Engineering,Firewall,80.23,599291,55,0.0,1-3 days,0.8013870740777969,0.5993398791646609,0.7605633802816901,0.7326081768446348
Australia,2016,Man-in-the-Middle,Government,Hacker Group,Unpatched Software,VPN,31.92,163602,26,0.0,1-3 days,0.3158106342345965,0.16330684910394302,0.352112676056338,0.27731990705974874
UK,2021,SQL Injection,Government,Nation-state,Weak Passwords,Encryption,39.03,986196,11,0.0,Under a day,0.3872751030254297,0.9865503882563342,0.14084507042253522,0.5177716820741222
France,2024,Ransomware,Retail,Nation-state,Zero-day,Encryption,99.03,349008,20,0.0,Under a day,0.9903507890240226,0.34885924994820916,0.2676056338028169,0.6533542962570374
Germany,2022,SQL Injection,Retail,Unknown,Zero-day,Antivirus,25.1,559667,69,0.0,1-3 days,0.2472610312594231,0.5596845911424113,0.9577464788732394,0.48308518874708284
Russia,2018,DDoS,Healthcare,Hacker Group,Weak Passwords,Antivirus,67.27,335628,20,0.0,Under a day,0.6711227259021008,0.33546868479230113,0.2676056338028169,0.48972309514930407
Germany,2016,Ransomware,Education,Unknown,Unpatched Software,Firewall,29.89,385363,22,0.0,Under a day,0.2954065735249774,0.38524295669283065,0.29577464788732394,0.32243110334780267
USA,2021,Man-in-the-Middle,Education,Insider,Zero-day,Firewall,15.92,945793,32,0.0,1-3 days,0.15499045130163835,0.9461154851177579,0.43661971830985913,0.44865381484811834
Russia,2016,SQL Injection,Telecommunications,Nation-state,Social Engineering,AI-based Detection,95.93,595950,11,0.0,Under a day,0.959191878580762,0.5959962410341759,0.14084507042253522,0.6865638256851407
Japan,2022,DDoS,Education,Nation-state,Weak Passwords,VPN,12.61,756722,15,0.0,Under a day,0.12172077595738265,0.7568951903051507,0.19718309859154928,0.3273655647885464
Australia,2024,Ransomware,Government,Hacker Group,Social Engineering,Antivirus,39.92,594424,54,0.0,1-3 days,0.3962207257010755,0.5944690360694588,0.7464788732394366,0.5257468483192628
China,2015,Malware,Retail,Hacker Group,Zero-day,Encryption,19.36,457790,39,0.0,1-3 days,0.18956679063222434,0.4577271467187611,0.5352112676056338,0.3391437928528672
China,2024,Ransomware,Telecommunications,Unknown,Social Engineering,Antivirus,70.47,549337,63,0.0,1-3 days,0.7032867624886924,0.5493464343366916,0.8732394366197183,0.6910951988692973
France,2023,Malware,Healthcare,Unknown,Unpatched Software,Firewall,53.34,714681,34,0.0,1-3 days,0.5311086541360941,0.7148209937640798,0.4647887323943662,0.5729583716761443
India,2022,Malware,Government,Hacker Group,Social Engineering,Antivirus,84.15,849745,51,0.0,1-3 days,0.8407880188963716,0.8499916434066478,0.704225352112676,0.8162365728927153
Brazil,2019,SQL Injection,Banking,Nation-state,Zero-day,VPN,27.64,826256,50,0.0,1-3 days,0.2727912353000302,0.8264840959517059,0.6901408450704225,0.5223690154496113
UK,2017,DDoS,IT,Unknown,Zero-day,Antivirus,9.01,617543,43,0.0,1-3 days,0.08553623479746708,0.6176062913638861,0.5915492957746479,0.3463598639628289
USA,2017,SQL Injection,Banking,Unknown,Social Engineering,AI-based Detection,9.08,895507,52,0.0,1-3 days,0.08623982309779878,0.8957897781349484,0.7183098591549296,0.45551881682036977
UK,2020,SQL Injection,Healthcare,Unknown,Social Engineering,Antivirus,67.9,2233,45,0.03,1-3 days,0.677455020605086,0.0018104284280297154,0.6197183098591549,0.4632143008027829
Japan,2022,Phishing,Government,Unknown,Unpatched Software,Firewall,71.12,76776,42,0.0,1-3 days,0.7098200824203439,0.07641228929625475,0.5774647887323944,0.49332668574552724
China,2019,Ransomware,Retail,Nation-state,Zero-day,VPN,6.08,175261,64,0.0,1-3 days,0.05608603879786914,0.1749750553186464,0.8873239436619719,0.25800032472692286
Australia,2016,Man-in-the-Middle,Healthcare,Insider,Unpatched Software,Antivirus,90.85,746369,30,0.0,1-3 days,0.9081314704995477,0.7465340153381017,0.4084507042253521,0.7597160806962747
Australia,2017,Malware,Healthcare,Nation-state,Unpatched Software,AI-based Detection,77.32,563706,35,0.0,1-3 days,0.7721379033068649,0.5637267804297591,0.4788732394366197,0.6509616336696841
India,2022,DDoS,Healthcare,Insider,Unpatched Software,AI-based Detection,12.01,254980,58,0.0,1-3 days,0.11569001909739672,0.2547570032755844,0.8028169014084507,0.2948354908130638
Russia,2021,Malware,Education,Unknown,Unpatched Software,Antivirus,0.54,869574,16,0.0,Under a day,0.0004020504573323956,0.8698363008413639,0.2112676056338028,0.3034054366078359
Russia,2015,Malware,IT,Unknown,Zero-day,VPN,95.33,282598,21,0.0,Under a day,0.9531611217207759,0.2823968110839452,0.28169014084507044,0.6176376323545857
Brazil,2023,Malware,Telecommunications,Nation-state,Zero-day,AI-based Detection,62.77,422623,55,0.0,1-3 days,0.6258920494522063,0.4225323780462785,0.7605633802816901,0.5918184141963247
Brazil,2021,Malware,Healthcare,Unknown,Unpatched Software,Encryption,83.06,937717,56,0.0,1-3 days,0.8298321439340638,0.9380331081223086,0.7746478873239436,0.8512555818685132
India,2021,Man-in-the-Middle,Telecommunications,Insider,Social Engineering,VPN,71.64,416077,39,0.0,1-3 days,0.7150467383656649,0.4159812091740383,0.5352112676056338,0.5893599854561706
Australia,2019,Man-in-the-Middle,Banking,Insider,Social Engineering,Firewall,47.67,112313,63,0.0,1-3 days,0.4741180018092271,0.11197735012925197,0.8732394366197183,0.4453000932673328
Australia,2017,Man-in-the-Middle,Telecommunications,Insider,Zero-day,Firewall,79.72,799971,63,0.0,1-3 days,0.7962609307468087,0.8001783407108208,0.8732394366197183,0.8128318549105942
Japan,2018,Man-in-the-Middle,Retail,Hacker Group,Social Engineering,Antivirus,47.11,690595,71,0.0,1-3 days,0.4684892954065735,0.6907159749041994,0.9859154929577465,0.6386425387660959
India,2017,Man-in-the-Middle,Government,Hacker Group,Unpatched Software,AI-based Detection,69.69,713419,70,0.0,1-3 days,0.6954467785707107,0.713557997259838,0.971830985915493,0.7561569856464054
Australia,2022,Man-in-the-Middle,Healthcare,Hacker Group,Zero-day,Antivirus,81.31,707365,38,0.0,1-3 days,0.8122424364257715,0.70749921688212,0.5211267605633803,0.7225963353901977
Brazil,2016,Malware,Healthcare,Unknown,Unpatched Software,Antivirus,83.88,155059,29,0.0,1-3 days,0.8380741783093778,0.15475710335454673,0.39436619718309857,0.5443374595976727
Russia,2022,Phishing,Banking,Insider,Weak Passwords,Encryption,85.01,923558,41,0.0,1-3 days,0.8494321037290181,0.9238629278500737,0.5633802816901409,0.8145509865575593
Germany,2022,DDoS,Telecommunications,Nation-state,Social Engineering,AI-based Detection,20.55,239313,6,0.0,Under a day,0.20152779173786312,0.2390776322518467,0.07042253521126761,0.18657169258673909
Russia,2023,Ransomware,Telecommunications,Hacker Group,Weak Passwords,Antivirus,60.08,874485,48,0.0,1-3 days,0.5988541561966026,0.8747511786799785,0.6619718309859155,0.694246797899478
Russia,2016,SQL Injection,Healthcare,Unknown,Social Engineering,VPN,46.95,90895,29,0.0,1-3 days,0.466881093577244,0.09054243798356904,0.39436619718309857,0.33947651762031245
China,2015,Man-in-the-Middle,Retail,Hacker Group,Zero-day,VPN,47.2,529593,64,0.0,1-3 days,0.4693939089355715,0.5295868440199317,0.8873239436619719,0.5710377964061596
Germany,2018,Phishing,Government,Nation-state,Weak Passwords,VPN,46.92,610201,72,0.0,1-3 days,0.4665795557342447,0.6102584939517279,1.0,0.6163673260526408
USA,2021,DDoS,Telecommunications,Hacker Group,Weak Passwords,Firewall,1.98,863623,24,0.0,Under a day,0.014875866921298624,0.8638806017948161,0.323943661971831,0.33139084639346034
USA,2018,Malware,Healthcare,Insider,Weak Passwords,Antivirus,14.28,755771,44,0.0,1-3 days,0.13850638255101017,0.7559434393736658,0.6056338028169014,0.4171629836509851
Japan,2021,SQL Injection,Telecommunications,Unknown,Social Engineering,Firewall,66.23,164032,5,0.0,Under a day,0.6606694140114585,0.16373718864183842,0.056338028169014086,0.39072346923208356
Russia,2019,Man-in-the-Middle,Telecommunications,Nation-state,Weak Passwords,Antivirus,95.66,259993,58,0.0,1-3 days,0.9564780379937682,0.2597739616557464,0.8028169014084507,0.7167345877752982
UK,2019,Phishing,Retail,Unknown,Social Engineering,Firewall,90.13,232359,17,0.0,Under a day,0.9008945622675646,0.2321181412134174,0.22535211267605634,0.5651531460330188
Germany,2018,Phishing,Telecommunications,Unknown,Unpatched Software,Encryption,84.9,800031,10,0.0,Under a day,0.848326464971354,0.8002383880882016,0.1267605633802817,0.6895868615881937
UK,2016,Phishing,Healthcare,Unknown,Unpatched Software,Encryption,71.19,925040,48,0.0,1-3 days,0.7105236707206755,0.9253460980713784,0.6619718309859155,0.7652600309789344
Brazil,2016,Malware,IT,Insider,Social Engineering,AI-based Detection,99.29,273469,67,0.0,1-3 days,0.9929641169966832,0.2732606026154636,0.9295774647887324,0.7643757322407271
Germany,2024,Malware,Banking,Insider,Zero-day,Firewall,22.84,797768,58,0.0,1-3 days,0.22454518042014274,0.7979736011713242,0.8028169014084507,0.5122280508431587
Japan,2022,DDoS,Education,Hacker Group,Weak Passwords,Antivirus,82.19,905203,37,0.0,1-3 days,0.8210875464870842,0.9054934343196782,0.5070422535211268,0.7836002542436709
India,2023,Phishing,Telecommunications,Insider,Zero-day,AI-based Detection,11.72,512291,51,0.0,1-3 days,0.11277515328173687,0.5122711819625685,0.704225352112676,0.35091400165217423
UK,2017,Phishing,Telecommunications,Insider,Social Engineering,VPN,27.08,416833,9,0.0,Under a day,0.2671625288973766,0.4167378061290358,0.11267605633802817,0.2811378175550047
UK,2015,Ransomware,Government,Nation-state,Unpatched Software,Antivirus,30.74,744505,43,0.0,1-3 days,0.30395014574329077,0.7446685434808064,0.5915492957746479,0.4936854950708169
Brazil,2020,Malware,Banking,Nation-state,Weak Passwords,Firewall,79.61,755029,27,0.0,1-3 days,0.7951552919891447,0.7552008534733905,0.36619718309859156,0.6973773386563078
Brazil,2017,Malware,Banking,Insider,Weak Passwords,AI-based Detection,99.22,660182,21,0.0,Under a day,0.9922605286963514,0.6602789600995185,0.28169014084507044,0.7505519805470454
India,2016,Ransomware,Retail,Insider,Zero-day,Firewall,29.48,403737,26,0.0,1-3 days,0.29128555633732034,0.40363146522606336,0.352112676056338,0.33715475294774677
China,2019,DDoS,Retail,Nation-state,Weak Passwords,Antivirus,7.87,86783,12,0.0,Under a day,0.07407779676349383,0.0864271910537414,0.15492957746478872,0.09395297119082709
Australia,2022,DDoS,Telecommunications,Nation-state,Social Engineering,VPN,86.77,390083,72,0.0,1-3 days,0.8671223238516433,0.3899666837134499,1.0,0.7505511670398566
Brazil,2023,Man-in-the-Middle,Banking,Unknown,Social Engineering,Firewall,20.15,376174,43,0.0,1-3 days,0.19750728716453914,0.3760467008469683,0.5915492957746479,0.32987751299128965
UK,2022,Ransomware,Government,Insider,Weak Passwords,Antivirus,31.94,485080,61,0.0,1-3 days,0.31601165946326265,0.4850386955307738,0.8450704225352113,0.4725315228979057
France,2024,Ransomware,Banking,Unknown,Unpatched Software,AI-based Detection,78.82,759804,47,0.0,1-3 days,0.7872147954568298,0.7599796239232754,0.647887323943662,0.75117874969413
Japan,2017,Phishing,IT,Hacker Group,Zero-day,Firewall,65.62,286208,57,0.0,1-3 days,0.6545381445371395,0.28600966162302055,0.7887323943661971,0.5708184496287154
USA,2017,Malware,IT,Nation-state,Unpatched Software,Antivirus,75.53,992377,33,0.0,1-3 days,0.7541461453412404,0.9927362689161748,0.4507042253521127,0.7650347984158952
USA,2021,Man-in-the-Middle,Education,Unknown,Zero-day,VPN,36.06,48987,58,0.0,1-3 days,0.35742285656849937,0.0486013464623588,0.8028169014084507,0.35385521250464747
Russia,2021,SQL Injection,Telecommunications,Insider,Unpatched Software,VPN,68.07,538602,19,0.0,Under a day,0.6791637350487486,0.5386029577336519,0.2535211267605634,0.5518669801965825
Japan,2015,Malware,Healthcare,Hacker Group,Weak Passwords,AI-based Detection,26.29,808392,4,0.0,Under a day,0.2592220323650618,0.8086059901262096,0.04225352112676056,0.38064351744574587
UK,2015,Ransomware,IT,Unknown,Weak Passwords,AI-based Detection,26.12,21580,14,0.0,Under a day,0.25751331792139914,0.021172705264453653,0.18309859154929578,0.17172818884989483
France,2020,Phishing,Government,Insider,Zero-day,VPN,94.44,209658,11,0.0,Under a day,0.9442154990451301,0.20939921598140934,0.14084507042253522,0.5630965284014948
Japan,2017,Man-in-the-Middle,Retail,Nation-state,Zero-day,VPN,74.12,559889,10,0.0,Under a day,0.7399738667202734,0.5599067664387202,0.1267605633802817,0.563311075967809
France,2015,SQL Injection,Government,Insider,Zero-day,VPN,12.92,344516,28,0.0,1-3 days,0.12483666700170871,0.3443637029616367,0.38028169014084506,0.2417837824175144
Australia,2024,Phishing,Retail,Hacker Group,Social Engineering,AI-based Detection,73.43,897569,66,0.0,1-3 days,0.7330384963312897,0.8978534063376004,0.9154929577464789,0.8189738616162208
Australia,2023,SQL Injection,Healthcare,Nation-state,Zero-day,Encryption,99.19,538688,36,0.0,1-3 days,0.9919589908533522,0.5386890256412309,0.49295774647887325,0.75617775241482
China,2015,DDoS,Government,Nation-state,Social Engineering,Firewall,22.71,303975,2,0.0,Under a day,0.22323851643381246,0.30379069085508464,0.014084507042253521,0.20557336688188232
Japan,2022,SQL Injection,Telecommunications,Insider,Unpatched Software,Firewall,67.62,822256,60,0.0,1-3 days,0.6746406674037593,0.8224809374596557,0.8309859154929577,0.7502617980383679
Russia,2019,Man-in-the-Middle,Healthcare,Unknown,Zero-day,Encryption,53.82,521877,66,0.0,1-3 days,0.5359332596240829,0.5218647512887669,0.9154929577464789,0.6076246467479672
Brazil,2016,SQL Injection,Education,Unknown,Zero-day,Encryption,55.83,758258,44,0.0,1-3 days,0.5561362951050357,0.7584324031660981,0.6056338028169014,0.6267246290657276
Brazil,2016,DDoS,IT,Hacker Group,Weak Passwords,AI-based Detection,17.12,988369,26,0.0,1-3 days,0.16705196502161024,0.9887251041071405,0.352112676056338,0.45056604895421487
France,2022,Malware,Healthcare,Hacker Group,Social Engineering,VPN,67.89,325521,69,0.0,1-3 days,0.6773545079907529,0.32535370407251324,0.9577464788732394,0.6278326609917783
Germany,2021,Ransomware,IT,Nation-state,Social Engineering,AI-based Detection,5.54,254933,41,0.0,1-3 days,0.0506583576238818,0.2547099661633028,0.5633802816901409,0.21441822499895993
UK,2023,DDoS,Government,Hacker Group,Unpatched Software,VPN,55.28,339144,26,0.0,1-3 days,0.5506081013167153,0.33898746110681327,0.352112676056338,0.4474228242016693
India,2022,Ransomware,Education,Unknown,Unpatched Software,AI-based Detection,57.52,170002,54,0.0,1-3 days,0.5731229269273295,0.16971190269122338,0.7464788732394366,0.4867708089189191
Japan,2019,DDoS,Government,Nation-state,Zero-day,Firewall,74.65,491269,67,0.0,1-3 days,0.7453010352799277,0.4912325825075985,0.9295774647887324,0.7059357853499899
China,2019,Phishing,Banking,Insider,Social Engineering,Firewall,49.14,341100,37,0.0,1-3 days,0.4888933561161926,0.3409450056094258,0.5070422535211268,0.44813863044514934
India,2018,DDoS,Government,Insider,Unpatched Software,VPN,36.04,446170,72,0.0,1-3 days,0.35722183133983315,0.4460979712993552,1.0,0.5124403070597232
India,2015,Malware,Telecommunications,Insider,Zero-day,Encryption,14.09,28398,22,0.0,Under a day,0.13659664287868128,0.027996088914153266,0.29577464788732394,0.1358520776910514
France,2017,Ransomware,Telecommunications,Hacker Group,Zero-day,Encryption,66.36,180698,53,0.0,1-3 days,0.6619760779977888,0.18041634849896568,0.7323943661971831,0.5315918167880207
Germany,2017,Malware,Healthcare,Unknown,Social Engineering,VPN,8.53,676384,44,0.0,1-3 days,0.08071162930947834,0.6764937535715679,0.6056338028169014,0.3644307012895898
Brazil,2015,Ransomware,Healthcare,Insider,Unpatched Software,Firewall,61.91,961557,64,0.0,1-3 days,0.6172479646195598,0.9618919327349279,0.8873239436619719,0.7746563508626526
Japan,2020,Phishing,Education,Hacker Group,Weak Passwords,Antivirus,54.47,345334,25,0.0,1-3 days,0.5424665795557343,0.345182348873261,0.3380281690140845,0.4423936282426624
Russia,2024,Phishing,Education,Nation-state,Zero-day,Antivirus,87.88,263407,8,0.0,Under a day,0.8782792240426174,0.2631906574287112,0.09859154929577464,0.537815119109077
Russia,2017,Phishing,IT,Nation-state,Social Engineering,Antivirus,89.22,791350,32,0.0,1-3 days,0.8917479143632526,0.7915505333708296,0.43661971830985913,0.770663060854847
China,2022,Ransomware,Telecommunications,Unknown,Zero-day,Antivirus,64.92,591819,49,0.0,1-3 days,0.6475022615338225,0.5918619791015111,0.676056338028169,0.6365209921029984
UK,2016,SQL Injection,IT,Unknown,Unpatched Software,Antivirus,6.59,186612,30,0.0,1-3 days,0.06121218212885717,0.18633501832946195,0.4084507042253521,0.1681967374083376
Japan,2018,Ransomware,Retail,Nation-state,Weak Passwords,AI-based Detection,48.0,187730,26,0.0,1-3 days,0.47743491808221933,0.18745390112798999,0.352112676056338,0.36537616459077427
France,2015,SQL Injection,IT,Hacker Group,Social Engineering,Firewall,87.78,6456,69,0.01,1-3 days,0.8772740978992865,0.006036763006011743,0.9577464788732394,0.6319973736260946
Japan,2020,Malware,Banking,Hacker Group,Zero-day,Firewall,15.73,762662,56,0.0,1-3 days,0.1530807116293095,0.7628398806658454,0.7746478873239436,0.4603218974791971
